action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751864777707660270,,,,,,ArcherAX55,19900372806008838,,,internal1,10.63.44.101,1751864781,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:06:17,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751864826267429250,,0,0,,,,19900372806008900,,,,,1751864831,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  51; setup-rate: 2,,,,,,,,,,,,,,,2,,,,system,1225642,07:07:06,,51,,,,event,+0200,,,,,root,,,name=wan1;bytes=1644392758/6975835406;packets=8503170/10883725;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751864888098049030,,,,,,ArcherAX55,19900372806009104,,,internal1,10.63.44.101,1751864888,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:08:08,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751864998468425410,,,,,,ArcherAX55,19900372806008853,,,internal1,10.63.44.101,1751865002,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:09:58,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1225389,,,,1751865087372937030,,,,N/A,,,19900372806008880,,,,,1751865090,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201262396,,88.61.48.146,500,,,435897948,,,,,,vpn,,07:11:28,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865108848702950,,,,,,ArcherAX55,19900372806008880,,,internal1,10.63.44.101,1751865111,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:11:49,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,3/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751865126277526690,,0,0,,,,19900372806008866,,,,,1751865127,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  47; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1225942,07:12:06,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1644663662/6976057105;packets=8504498/10885118;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865219209040650,,,,,,ArcherAX55,19900372806008833,,,internal1,10.63.44.101,1751865223,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:13:39,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865329539358070,,,,,,ArcherAX55,19900372806008842,,,internal1,10.63.44.101,1751865331,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:15:30,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,8/11,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751865426297420550,,0,0,,,,19900372806008872,,,,,1751865428,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  52; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1226242,07:17:06,,52,,,,event,+0200,,,,,root,,,name=wan1;bytes=1644941434/6976293095;packets=8505822/10886506;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865439889718910,,,,,,ArcherAX55,19900372806008854,,,internal1,10.63.44.101,1751865441,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:17:19,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865550240108910,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751865551,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:19:11,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865660670466030,,,,,,ArcherAX55,19900372806008856,,,internal1,10.63.44.101,1751865664,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:21:00,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1225989,,,,1751865687392904850,,,,N/A,,,19900372806008840,,,,,1751865688,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201333392,,88.61.48.146,500,,,436053768,,,,,,vpn,,07:21:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,2/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751865726317483030,,0,0,,,,19900372806008872,,,,,1751865729,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  44; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1226542,07:22:06,,44,,,,event,+0200,,,,,root,,,name=wan1;bytes=1645201249/6976493559;packets=8507103/10887819;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865771100837150,,,,,,ArcherAX55,19900372806008875,,,internal1,10.63.44.101,1751865774,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:22:51,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865881431161090,,,,,,ArcherAX55,19900372806008837,,,internal1,10.63.44.101,1751865885,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:24:41,,,,,,event,+0200,,,,,root,,,,,
negotiate,,0,N/A,,,,,,516d437431537959/0000000000000000,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751865979608612090,SA_INIT,,,N/A,,,19900372806008888,,remote,,,1751865980,,error,93.64.253.210,500,Progress IPsec phase 1,0101037128,0702111740,,,,,,progress IPsec phase 1,,,,wan1,,,,,38.190.22.69,43935,ERROR,responder,,,,,,failure,vpn,,07:26:19,,,,,,event,+0200,,,N/A,N/A,root,IKEv2,N/A,,N/A,N/A
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751865991831490810,,,,,,ArcherAX55,19900372806008860,,,internal1,10.63.44.101,1751865995,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:26:32,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751866026327480190,,0,0,,,,19900372806008882,,,,,1751866030,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  47; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1226842,07:27:06,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1645485014/6976718232;packets=8508420/10889155;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866102211804530,,,,,,ArcherAX55,19900372806008835,,,internal1,10.63.44.101,1751866103,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:28:23,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866212572233450,,,,,,ArcherAX55,19900372806008836,,,internal1,10.63.44.101,1751866215,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:30:13,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1226590,,,,1751866287412901770,,,,N/A,,,19900372806008878,,,,,1751866291,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201408034,,88.61.48.146,500,,,436214466,,,,,,vpn,,07:31:28,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866322913105390,,,,,,ArcherAX55,19900372806008854,,,internal1,10.63.44.101,1751866324,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:32:03,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,8/6,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751866326337450850,,0,0,,,,19900372806008871,,,,,1751866331,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  48; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1227142,07:32:06,,48,,,,event,+0200,,,,,root,,,name=wan1;bytes=1645746583/6976925073;packets=8509717/10890512;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751866384183700470,,,,,,,19900372806008913,,,,,1751866384,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.142.6:443,,,,,,,,,,,,,,,,,,update,system,,07:33:04,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751866406607153570,,,,,,,19900372806008839,,,,,1751866407,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,07:33:26,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866433342914190,,,,,,ArcherAX55,19900372806008936,,,internal1,10.63.44.101,1751866434,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:33:53,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866543723343150,,,,,,ArcherAX55,19900372806008853,,,internal1,10.63.44.101,1751866547,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:35:44,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751866626357390090,,0,0,,,,19900372806008861,,,,,1751866627,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  51; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1227442,07:37:06,,51,,,,event,+0200,,,,,root,,,name=wan1;bytes=1646032375/6977169804;packets=8511072/10891888;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866654093569070,,,,,,ArcherAX55,19900372806008858,,,internal1,10.63.44.101,1751866654,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:37:34,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866764473891350,,,,,,ArcherAX55,19900372806008848,,,internal1,10.63.44.101,1751866765,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:39:24,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866874864264270,,,,,,ArcherAX55,19900372806008869,,,internal1,10.63.44.101,1751866878,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:41:15,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1227190,,,,1751866887422903710,,,,N/A,,,19900372806008855,,,,,1751866888,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201479260,,88.61.48.146,500,,,436369008,,,,,,vpn,,07:41:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,5/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751866926367380830,,0,0,,,,19900372806008930,,,,,1751866928,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  47; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1227742,07:42:06,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1646289841/6977368864;packets=8512355/10893201;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751866985294581870,,,,,,ArcherAX55,19900372806008895,,,internal1,10.63.44.101,1751866985,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:43:05,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867095635045870,,,,,,ArcherAX55,19900372806008839,,,internal1,10.63.44.101,1751867099,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:44:56,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867206055336910,,,,,,ArcherAX55,19900372806008886,,,internal1,10.63.44.101,1751867209,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:46:45,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,6/8,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751867226377487530,,0,0,,,,19900372806008882,,,,,1751867229,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  48; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1228042,07:47:06,,48,,,,event,+0200,,,,,root,,,name=wan1;bytes=1646591815/6977613979;packets=8513723/10894598;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867316465671670,,,,,,ArcherAX55,19900372806008891,,,internal1,10.63.44.101,1751867316,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:48:36,,,,,,event,+0200,,,,,root,,,,,
,FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751867386067834465,,,,,,,19900372806008845,,,,,1751867387,,information,,,Dynamic address updated.,0112053203,0702111740,,,,,,Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,,,,,,,,,connector,,07:49:46,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867426853425129,,,,,,ArcherAX55,19900372806008919,,,internal1,10.63.44.101,1751867429,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:50:27,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1227790,,,,1751867487422934030,,,,N/A,,,19900372806008895,,,,,1751867489,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201579680,,88.61.48.146,500,,,436549000,,,,,,vpn,,07:51:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,1751867490932,OptimizationReport,95.0,1751867493,,,,0,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751867493301148170,,,,,0,,19900372806008971,,,,,1751867494,,notice,,,Security Rating summary,0110052000,0702111740,2,,0,,,,,,,,7,,,,,,,,,,,,,,security-rating,,07:51:33,,,,,,event,+0200,,,,,root,,,,,
,,,,1751867490932,CoverageReport,82.3,1751867493,,,,3,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751867493525511610,,,,,1,,19900372806008972,,,,,1751867494,,notice,,,Security Rating summary,0110052000,0702111740,0,,0,,,,,,,,14,,,,,,,,,,,,,,security-rating,,07:51:33,,,,,,event,+0200,,,,,root,,,,,
,,,,1751867490932,CoverageReport,42.3,1751867493,,,,0,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751867493525644470,,,,,0,,19900372806008973,,,,,1751867494,,notice,,,Security Rating result change,0110052001,0702111740,0,,0,,,,,,,,2,,,,,,,,,,,,,,security-rating,,07:51:33,,,,,,event,+0200,,,,,root,,,,,
,,,,1751867490932,PostureReport,109.5,1751867494,,,,3,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751867494905677410,,,,,3,,19900372806008858,,,,,1751867495,,notice,,,Security Rating summary,0110052000,0702111740,0,,4,,,,,,,,18,,,,,,,,,,,,,,security-rating,,07:51:34,,,,,,event,+0200,,,,,root,,,,,
,,,,1751867490932,PostureReport,4.5,1751867494,,,,0,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751867494905714730,,,,,0,,19900372806008859,,,,,1751867495,,notice,,,Security Rating result change,0110052001,0702111740,0,,2,,,,,,,,2,,,,,,,,,,,,,,security-rating,,07:51:34,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751867526387464590,,0,0,,,,19900372806008872,,,,,1751867530,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  48; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1228342,07:52:06,,48,,,,event,+0200,,,,,root,,,name=wan1;bytes=1647023274/6977973371;packets=8515293/10896175;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867537227758030,,,,,,ArcherAX55,19900372806008899,,,internal1,10.63.44.101,1751867540,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:52:17,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867647618109170,,,,,,ArcherAX55,19900372806008900,,,internal1,10.63.44.101,1751867650,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:54:08,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867758008444450,,,,,,ArcherAX55,19900372806008836,,,internal1,10.63.44.101,1751867761,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:55:58,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,4/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751867826397474210,,0,0,,,,19900372806008901,,,,,1751867826,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  49; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1228642,07:57:06,,49,,,,event,+0200,,,,,root,,,name=wan1;bytes=1647301312/6978207521;packets=8516616/10897513;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867868388887810,,,,,,ArcherAX55,19900372806008855,,,internal1,10.63.44.101,1751867871,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:57:49,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751867891903017690,,,,,,,19900372806008854,,,internal1,,1751867893,,information,,,DHCP statistics,0100026003,0702111740,,,,,,DHCP statistics,,,,,,,,,,,,,,,,,,,system,,07:58:12,51,,,,,event,+0200,,3,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751867978749187450,,,,,,ArcherAX55,19900372806008895,,,internal1,10.63.44.101,1751867981,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,07:59:38,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1228390,,,,1751868087432971950,,,,N/A,,,19900372806008900,,,,,1751868088,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,201786798,,88.61.48.146,500,,,436848199,,,,,,vpn,,08:01:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868089179500590,,,,,,ArcherAX55,19900372806008886,,,internal1,10.63.44.101,1751868091,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:01:29,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,6/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751868126417460890,,0,0,,,,19900372806008886,,,,,1751868127,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  47; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1228942,08:02:07,,47,,,,event,+0200,,,,,root,,,name=wan1;bytes=1647573628/6978421893;packets=8517923/10898870;,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751868199589824270,,,,,,ArcherAX55,19900372806008888,,,internal1,10.63.44.101,1751868201,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,08:03:20,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751868208815151550,,,,,,,19900372806008951,,,,,1751868212,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(93.04427) etdb(93.04427) avai(4.02319) mmdb(93.04427) from 173.243.140.6:443,,,,,,,,,,,,,,,,,,update,system,,08:03:29,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751868232858083370,,,,,,,19900372806008848,,,,,1751868235,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,08:03:53,,,,,,event,+0200,,,,,root,,,,,
